"name","smiles","inchi","mass"
"C3DBOHCO3H","CC=C(O)C(=O)OO","InChI=1S/C4H6O4/c1-2-3(5)4(6)8-7/h2,5,7H,1H3",118.0880
"C3MDBAL","CC=C(C)C=O","InChI=1S/C5H8O/c1-3-5(2)4-6/h3-4H,1-2H3",84.1164
"C3MDBCO3","CC=C(C)C(=O)O[O]","InChI=1S/C5H7O3/c1-3-4(2)5(6)8-7/h3H,1-2H3",115.1073
"C3MDBPAN","CC=C(C)C(=O)OON(=O)=O","InChI=1S/C5H7NO5/c1-3-4(2)5(7)10-11-6(8)9/h3H,1-2H3",161.1128
"C3MDBCO3H","CC=C(C)C(=O)OO","InChI=1S/C5H8O3/c1-3-4(2)5(6)8-7/h3,7H,1-2H3",116.1152
"C6H5CH2CO3","[O]OC(=O)Cc1ccccc1","InChI=1S/C8H7O3/c9-8(11-10)6-7-4-2-1-3-5-7/h1-5H,6H2",151.1394
"C6H5CH2PAN","O=C(OON(=O)=O)Cc1ccccc1","InChI=1S/C8H7NO5/c10-8(13-14-9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2",197.1449
"C6H5C2CO3H","OOC(=O)Cc1ccccc1","InChI=1S/C8H8O3/c9-8(11-10)6-7-4-2-1-3-5-7/h1-5,10H,6H2",152.1473
"C6H5C2CO2H","OC(=O)Cc1ccccc1","InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",136.1479
"EBENZOL","CCc1ccccc1O","InChI=1S/C8H10O/c1-2-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3",122.1644
"ECODB2CO3","CCC(=O)C=CC=CC(=O)O[O]","InChI=1S/C8H9O4/c1-2-7(9)5-3-4-6-8(10)12-11/h3-6H,2H2,1H3",169.1547
"ECODB2PAN","CCC(=O)C=CC=CC(=O)OON(=O)=O","InChI=1S/C8H9NO6/c1-2-7(10)5-3-4-6-8(11)14-15-9(12)13/h3-6H,2H2,1H3",215.1602
"ECODBCO3H","CCC(=O)C=CC=CC(=O)OO","InChI=1S/C8H10O4/c1-2-7(9)5-3-4-6-8(10)12-11/h3-6,11H,2H2,1H3",170.1626
"ECODBCO2H","CCC(=O)C=CC=CC(=O)O","InChI=1S/C8H10O3/c1-2-7(9)5-3-4-6-8(10)11/h3-6H,2H2,1H3,(H,10,11)",154.1632
"ALDBOLCO3","OC(C=CC=O)C(=O)O[O]","InChI=1S/C5H5O5/c6-3-1-2-4(7)5(8)10-9/h1-4,7H",145.0902
"ECO3DBAL","CCC(=O)C(=O)C(=O)C=CC=O","InChI=1S/C8H8O4/c1-2-6(10)8(12)7(11)4-3-5-9/h3-5H,2H2,1H3",168.1467
"ALDBOLPAN","O=CC=CC(O)C(=O)OON(=O)=O","InChI=1S/C5H5NO7/c7-3-1-2-4(8)5(9)12-13-6(10)11/h1-4,8H",191.0957
"ALDBOLCO3H","OC(C=CC=O)C(=O)OO","InChI=1S/C5H6O5/c6-3-1-2-4(7)5(8)10-9/h1-4,7,9H",146.0981
"ECO3OHALO2","CCC(=O)C(=O)C(=O)C(O)C(O[O])C=O","InChI=1S/C8H9O7/c1-2-4(10)6(11)8(13)7(12)5(3-9)15-14/h3,5,7,12H,2H2,1H3",217.1529
"ECO3OHALO","CCC(=O)C(=O)C(=O)C(O)C([O])C=O","InChI=1S/C8H9O6/c1-2-4(10)6(12)8(14)7(13)5(11)3-9/h3,5,7,13H,2H2,1H3",201.1535
"ECO3HALOOH","CCC(=O)C(=O)C(=O)C(O)C(OO)C=O","InChI=1S/C8H10O7/c1-2-4(10)6(11)8(13)7(12)5(3-9)15-14/h3,5,7,12,14H,2H2,1H3",218.1608
"ECO4","CCC(=O)C(=O)C(=O)C=O","InChI=1S/C6H6O4/c1-2-4(8)6(10)5(9)3-7/h3H,2H2,1H3",142.1094
"ECO3CO3","CCC(=O)C(=O)C(=O)C(=O)O[O]","InChI=1S/C6H5O6/c1-2-3(7)4(8)5(9)6(10)12-11/h2H2,1H3",173.1003
"ECO3PAN","CCC(=O)C(=O)C(=O)C(=O)OON(=O)=O","InChI=1S/C6H5NO8/c1-2-3(8)4(9)5(10)6(11)14-15-7(12)13/h2H2,1H3",219.1058
"ECO3CO3H","CCC(=O)C(=O)C(=O)C(=O)OO","InChI=1S/C6H6O6/c1-2-3(7)4(8)5(9)6(10)12-11/h11H,2H2,1H3",174.1082
"C8CO3OL2O2","[O]OC(C(=O)CC)C(O)C(=O)C(O)C=O","InChI=1S/C8H11O7/c1-2-4(10)8(15-14)7(13)6(12)5(11)3-9/h3,5,7-8,11,13H,2H2,1H3",219.1687
"C7CO2DBAL","CCC(=O)C=CC(=O)C=O","InChI=1S/C7H8O3/c1-2-6(9)3-4-7(10)5-8/h3-5H,2H2,1H3",140.1366
"C8CO3OL2O","CCC(=O)C([O])C(O)C(=O)C(O)C=O","InChI=1S/C8H11O6/c1-2-4(10)6(12)8(14)7(13)5(11)3-9/h3,5-6,8,11,14H,2H2,1H3",203.1693
"C8CO3OLOOH","OOC(C(=O)CC)C(O)C(=O)C(O)C=O","InChI=1S/C8H12O7/c1-2-4(10)8(15-14)7(13)6(12)5(11)3-9/h3,5,7-8,11,13-14H,2H2,1H3",220.1767
"C7CO3OHO2","CCC(=O)C(O[O])C(O)C(=O)C=O","InChI=1S/C7H9O6/c1-2-4(9)7(13-12)6(11)5(10)3-8/h3,6-7,11H,2H2,1H3",189.1428
"C7CO3OHO","CCC(=O)C([O])C(O)C(=O)C=O","InChI=1S/C7H9O5/c1-2-4(9)6(11)7(12)5(10)3-8/h3,6-7,12H,2H2,1H3",173.1434
"C7CO3OHOOH","CCC(=O)C(OO)C(O)C(=O)C=O","InChI=1S/C7H10O6/c1-2-4(9)7(13-12)6(11)5(10)3-8/h3,6-7,11-12H,2H2,1H3",190.1507
"EBZOLOXPIN","CCC1=C(O)C=CC2OC12","InChI=1S/C8H10O2/c1-2-5-6(9)3-4-7-8(5)10-7/h3-4,7-9H,2H2,1H3",138.1638
"EBZOLUCALD","CCC(=O)C(=CC=CC=O)O","InChI=1S/C8H10O3/c1-2-7(10)8(11)5-3-4-6-9/h3-6,11H,2H2,1H3",154.1632
"ECOOLCO3","[O]OC(=O)C=CC=C(O)C(=O)CC","InChI=1S/C8H9O5/c1-2-6(9)7(10)4-3-5-8(11)13-12/h3-5,10H,2H2,1H3",185.1541
"ECO2OLDB","CCC(=O)C(=CC=O)O","InChI=1S/C6H8O3/c1-2-5(8)6(9)3-4-7/h3-4,9H,2H2,1H3",128.1259
"ECOOLPAN","CCC(=O)C(=CC=CC(=O)OON(=O)=O)O","InChI=1S/C8H9NO7/c1-2-6(10)7(11)4-3-5-8(12)15-16-9(13)14/h3-5,11H,2H2,1H3",231.1596
"ECOOLCO3H","OOC(=O)C=CC=C(O)C(=O)CC","InChI=1S/C8H10O5/c1-2-6(9)7(10)4-3-5-8(11)13-12/h3-5,10,12H,2H2,1H3",186.1620
"ECOOLDBCO3","[O]OC(=O)C=C(O)C(=O)CC","InChI=1S/C6H7O5/c1-2-4(7)5(8)3-6(9)11-10/h3,8H,2H2,1H3",159.1168
"ECOCO2H","CCC(=O)C(=O)O","InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",102.0886
"ECOOLDBPAN","CCC(=O)C(=CC(=O)OON(=O)=O)O","InChI=1S/C6H7NO7/c1-2-4(8)5(9)3-6(10)13-14-7(11)12/h3,9H,2H2,1H3",205.1223
"ECOLDBCO3H","OOC(=O)C=C(O)C(=O)CC","InChI=1S/C6H8O5/c1-2-4(7)5(8)3-6(9)11-10/h3,8,10H,2H2,1H3",160.1247
"EKTOHDBOO","CCC(=O)C(=C[CH]O[O])O","InChI=1S/C6H8O4/c1-2-5(7)6(8)3-4-10-9/h3-4,8H,2H2,1H3",144.1253
"HOEVK","CCC(=O)C(=C)O","InChI=1S/C5H8O2/c1-3-5(7)4(2)6/h6H,2-3H2,1H3",100.1158
"EKTOHCO2H","CCC(=O)C(=CC(=O)O)O","InChI=1S/C6H8O4/c1-2-4(7)5(8)3-6(9)10/h3,8H,2H2,1H3,(H,9,10)",144.1253
"E2COOL","CCC(=O)C(=O)CO","InChI=1S/C5H8O3/c1-2-4(7)5(8)3-6/h6H,2-3H2,1H3",116.1152
"EKTVINOO","[O]O[CH]C=CC(=O)CC","InChI=1S/C6H8O3/c1-2-6(7)4-3-5-9-8/h3-5H,2H2,1H3",128.1259
"EVK","CCC(=O)C=C","InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3",84.1164
"EKOHO2","OCC(O[O])C(=O)CC","InChI=1S/C5H9O4/c1-2-4(7)5(3-6)9-8/h5-6H,2-3H2,1H3",133.1226
"EKOHO","OCC([O])C(=O)CC","InChI=1S/C5H9O3/c1-2-4(7)5(8)3-6/h5-6H,2-3H2,1H3",117.1232
"EKOHOOH","OCC(OO)C(=O)CC","InChI=1S/C5H10O4/c1-2-4(7)5(3-6)9-8/h5-6,8H,2-3H2,1H3",134.1305
"STYRENE","C=Cc1ccccc1","InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",104.1491
"STYRENO2","[O]OCC(O)c1ccccc1","InChI=1S/C8H9O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5,8-9H,6H2",153.1553
"STYRENOOH","OOCC(O)c1ccccc1","InChI=1S/C8H10O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5,8-10H,6H2",154.1632
"PHCHOO","[O-][O+]=Cc1ccccc1","InChI=1S/C7H6O2/c8-9-6-7-4-2-1-3-5-7/h1-6H",122.1213
"PHCOOH","OC(=O)c1ccccc1","InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",122.1213
"NSTYRENO2","[O]OC(CON(=O)=O)c1ccccc1","InChI=1S/C8H8NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8H,6H2",198.1528
"NSTYRENEO","O=N(=O)OCC([O])c1ccccc1","InChI=1S/C8H8NO4/c10-8(6-13-9(11)12)7-4-2-1-3-5-7/h1-5,8H,6H2",182.1534
"NSTYRENOOH","OOC(CON(=O)=O)c1ccccc1","InChI=1S/C8H9NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8,12H,6H2",199.1608
"C6H5O2","[O]Oc1ccccc1","InChI=1S/C6H5O2/c7-8-6-4-2-1-3-5-6/h1-5H",109.1027
"C6H5CO3","[O]OC(=O)c1ccccc1","InChI=1S/C7H5O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5H",137.1128
"C6H5O","[O]c1ccccc1","InChI=1S/C6H5O/c7-6-4-2-1-3-5-6/h1-5H",93.1033
"PBZN","O=N(=O)OOC(=O)c1ccccc1","InChI=1S/C7H5NO5/c9-7(12-13-8(10)11)6-4-2-1-3-5-6/h1-5H",183.1183
"C6H5CO3H","OOC(=O)c1ccccc1","InChI=1S/C7H6O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5,9H",138.1207
"C6H5OOH","OOc1ccccc1","InChI=1S/C6H6O2/c7-8-6-4-2-1-3-5-6/h1-5,7H",110.1106
"STYRENO","[O]CC(O)c1ccccc1","InChI=1S/C8H9O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6H2",137.1559
"C3PAN2","O=CCC(=O)OON(=O)=O","InChI=1S/C3H3NO6/c5-2-1-3(6)9-10-4(7)8/h2H,1H2",149.0590
"C6PAN6","CCC(=O)C(C)C(=O)OON(=O)=O","InChI=1S/C6H9NO6/c1-3-5(8)4(2)6(9)12-13-7(10)11/h4H,3H2,1-2H3",191.1388
"H3M3C6OOH","OOCCCC(C)(O)CC","InChI=1S/C7H16O3/c1-3-7(2,8)5-4-6-10-9/h8-9H,3-6H2,1-2H3",148.2001
"IPRGLYOX","O=CC(=O)C(C)C","InChI=1S/C5H8O2/c1-4(2)5(7)3-6/h3-4H,1-2H3",100.1158
"MTBKOOH","OOCC(C)(C)C(=O)C","InChI=1S/C6H12O3/c1-5(7)6(2,3)4-9-8/h8H,4H2,1-3H3",132.1577
"PBENZ","CCCc1ccccc1","InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",120.1916
"PHC3O2","CCC(O[O])c1ccccc1","InChI=1S/C9H11O2/c1-2-9(11-10)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",151.1824
"PBOXPIN","CCCC12C=CC=CC2O1","InChI=1S/C9H12O/c1-2-6-9-7-4-3-5-8(9)10-9/h3-5,7-8H,2,6H2,1H3",136.1910
"PHC3O","CCC([O])c1ccccc1","InChI=1S/C9H11O/c1-2-9(10)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",135.1830
"PHC3NO3","CCC(ON(=O)=O)c1ccccc1","InChI=1S/C9H11NO3/c1-2-9(13-10(11)12)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",181.1885
"PHCOET","CCC(=O)c1ccccc1","InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",134.1751
"PHC3OH","CCC(O)c1ccccc1","InChI=1S/C9H12O/c1-2-9(10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3",136.1910
"PHC3OOH","CCC(OO)c1ccccc1","InChI=1S/C9H12O2/c1-2-9(11-10)8-6-4-3-5-7-8/h3-7,9-10H,2H2,1H3",152.1904
"PHCOETO2","[O]OC(C)C(=O)c1ccccc1","InChI=1S/C9H9O3/c1-7(12-11)9(10)8-5-3-2-4-6-8/h2-7H,1H3",165.1660
"PHCOETO","O=C(C(C)[O])c1ccccc1","InChI=1S/C9H9O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7H,1H3",149.1666
"PHCOETOOH","OOC(C)C(=O)c1ccccc1","InChI=1S/C9H10O3/c1-7(12-11)9(10)8-5-3-2-4-6-8/h2-7,11H,1H3",166.1739
"PHCOCOME","O=C(C(=O)C)c1ccccc1","InChI=1S/C9H8O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-6H,1H3",148.1586
"PHCOETOH","O=C(C(C)O)c1ccccc1","InChI=1S/C9H10O2/c1-7(10)9(11)8-5-3-2-4-6-8/h2-7,10H,1H3",150.1745
"PHCOCOCO2","[O]OCC(=O)C(=O)c1ccccc1","InChI=1S/C9H7O4/c10-8(6-13-12)9(11)7-4-2-1-3-5-7/h1-5H,6H2",179.1495
"PHCOCOCO","[O]CC(=O)C(=O)c1ccccc1","InChI=1S/C9H7O3/c10-6-8(11)9(12)7-4-2-1-3-5-7/h1-5H,6H2",163.1501
"PHCOCOCOOH","OOCC(=O)C(=O)c1ccccc1","InChI=1S/C9H8O4/c10-8(6-13-12)9(11)7-4-2-1-3-5-7/h1-5,12H,6H2",180.1574
"MUCONALD8","CCCC(=O)C=CC=CC=O","InChI=1S/C9H12O2/c1-2-6-9(11)7-4-3-5-8-10/h3-5,7-8H,2,6H2,1H3",152.1904
"MUC8CO3","CCCC(=O)C=CC=CC(=O)O[O]","InChI=1S/C9H11O4/c1-2-5-8(10)6-3-4-7-9(11)13-12/h3-4,6-7H,2,5H2,1H3",183.1812
"MUC8AO2","CCCC(=O)C(O)C(O[O])C=CC=O","InChI=1S/C9H13O5/c1-2-4-7(11)9(12)8(14-13)5-3-6-10/h3,5-6,8-9,12H,2,4H2,1H3",201.1965
"MUC8BO2","CCCC(=O)C=CC(O[O])C(O)C=O","InChI=1S/C9H13O5/c1-2-3-7(11)4-5-9(14-13)8(12)6-10/h4-6,8-9,12H,2-3H2,1H3",201.1965
"C7DICARB","CCCC(=O)C=CC=O","InChI=1S/C7H10O2/c1-2-4-7(9)5-3-6-8/h3,5-6H,2,4H2,1H3",126.1531
"MUC8PAN","CCCC(=O)C=CC=CC(=O)OON(=O)=O","InChI=1S/C9H11NO6/c1-2-5-8(11)6-3-4-7-9(12)15-16-10(13)14/h3-4,6-7H,2,5H2,1H3",229.1867
"MUC8CO3H","CCCC(=O)C=CC=CC(=O)OO","InChI=1S/C9H12O4/c1-2-5-8(10)6-3-4-7-9(11)13-12/h3-4,6-7,12H,2,5H2,1H3",184.1892
"MUC8CO2H","CCCC(=O)C=CC=CC(=O)O","InChI=1S/C9H12O3/c1-2-5-8(10)6-3-4-7-9(11)12/h3-4,6-7H,2,5H2,1H3,(H,11,12)",168.1898
"MUC8ANO3","O=CC=CC(ON(=O)=O)C(O)C(=O)CCC","InChI=1S/C9H13NO6/c1-2-4-7(12)9(13)8(5-3-6-11)16-10(14)15/h3,5-6,8-9,13H,2,4H2,1H3",231.2026
"MUC8AO","O=CC=CC([O])C(O)C(=O)CCC","InChI=1S/C9H13O4/c1-2-4-7(11)9(13)8(12)5-3-6-10/h3,5-6,8-9,13H,2,4H2,1H3",185.1971
"MUC8AOOH","CCCC(=O)C(O)C(OO)C=CC=O","InChI=1S/C9H14O5/c1-2-4-7(11)9(12)8(14-13)5-3-6-10/h3,5-6,8-9,12-13H,2,4H2,1H3",202.2045
"MUC8AOH","O=CC=CC(O)C(O)C(=O)CCC","InChI=1S/C9H14O4/c1-2-4-7(11)9(13)8(12)5-3-6-10/h3,5-6,8-9,12-13H,2,4H2,1H3",186.2051
"MUC8BO","CCCC(=O)C=CC([O])C(O)C=O","InChI=1S/C9H13O4/c1-2-3-7(11)4-5-8(12)9(13)6-10/h4-6,8-9,13H,2-3H2,1H3",185.1971
"MUC8BNO3","CCCC(=O)C=CC(ON(=O)=O)C(O)C=O","InChI=1S/C9H13NO6/c1-2-3-7(12)4-5-9(8(13)6-11)16-10(14)15/h4-6,8-9,13H,2-3H2,1H3",231.2026
"MUC8BOOH","CCCC(=O)C=CC(OO)C(O)C=O","InChI=1S/C9H14O5/c1-2-3-7(11)4-5-9(14-13)8(12)6-10/h4-6,8-9,12-13H,2-3H2,1H3",202.2045
"MUC8BOH","CCCC(=O)C=CC(O)C(O)C=O","InChI=1S/C9H14O4/c1-2-3-7(11)4-5-8(12)9(13)6-10/h4-6,8-9,12-13H,2-3H2,1H3",186.2051
"MUC8BCO","CCCC(=O)C=CC(=O)C(O)C=O","InChI=1S/C9H12O4/c1-2-3-7(11)4-5-8(12)9(13)6-10/h4-6,9,13H,2-3H2,1H3",184.1892
"C99O2","CCCC(=O)C(O)C(O[O])C(=O)C(O)C=O","InChI=1S/C9H13O7/c1-2-3-5(11)7(13)9(16-15)8(14)6(12)4-10/h4,6-7,9,12-13H,2-3H2,1H3",233.1953
"C99O","CCCC(=O)C(O)C([O])C(=O)C(O)C=O","InChI=1S/C9H13O6/c1-2-3-5(11)7(13)9(15)8(14)6(12)4-10/h4,6-7,9,12-13H,2-3H2,1H3",217.1959
"C99OOH","CCCC(=O)C(O)C(OO)C(=O)C(O)C=O","InChI=1S/C9H14O7/c1-2-3-5(11)7(13)9(16-15)8(14)6(12)4-10/h4,6-7,9,12-13,15H,2-3H2,1H3",234.2033
"C7DCCO3","CCCC(=O)C=CC(=O)O[O]","InChI=1S/C7H9O4/c1-2-3-6(8)4-5-7(9)11-10/h4-5H,2-3H2,1H3",157.1440
"C7DCO2","CCCC(=O)C(O[O])C(O)C=O","InChI=1S/C7H11O5/c1-2-3-5(9)7(12-11)6(10)4-8/h4,6-7,10H,2-3H2,1H3",175.1592
"C7DCPAN","CCCC(=O)C=CC(=O)OON(=O)=O","InChI=1S/C7H9NO6/c1-2-3-6(9)4-5-7(10)13-14-8(11)12/h4-5H,2-3H2,1H3",203.1495
"C7DCCO3H","CCCC(=O)C=CC(=O)OO","InChI=1S/C7H10O4/c1-2-3-6(8)4-5-7(9)11-10/h4-5,10H,2-3H2,1H3",158.1519
"C7DCCO2H","CCCC(=O)C=CC(=O)O","InChI=1S/C7H10O3/c1-2-3-6(8)4-5-7(9)10/h4-5H,2-3H2,1H3,(H,9,10)",142.1525
"C7DCOOH","CCCC(=O)C(OO)C(O)C=O","InChI=1S/C7H12O5/c1-2-3-5(9)7(12-11)6(10)4-8/h4,6-7,10-11H,2-3H2,1H3",176.1672
"C7DCO","CCCC(=O)C([O])C(O)C=O","InChI=1S/C7H11O4/c1-2-3-5(9)7(11)6(10)4-8/h4,6-7,10H,2-3H2,1H3",159.1598
"C7DCOH","CCCC(=O)C(O)C(O)C=O","InChI=1S/C7H12O4/c1-2-3-5(9)7(11)6(10)4-8/h4,6-7,10-11H,2-3H2,1H3",160.1678
"C61CHO","CCCC(=O)C(=O)C(O)C=O","InChI=1S/C7H10O4/c1-2-3-5(9)7(11)6(10)4-8/h4,6,10H,2-3H2,1H3",158.1519
"CO45C5CHO","CCCC(=O)C(=O)C=O","InChI=1S/C6H8O3/c1-2-3-5(8)6(9)4-7/h4H,2-3H2,1H3",128.1259
"C61CO3","CCCC(=O)C(=O)C(O)C(=O)O[O]","InChI=1S/C7H9O6/c1-2-3-4(8)5(9)6(10)7(11)13-12/h6,10H,2-3H2,1H3",189.1428
"C61CPAN","CCCC(=O)C(=O)C(O)C(=O)OON(=O)=O","InChI=1S/C7H9NO8/c1-2-3-4(9)5(10)6(11)7(12)15-16-8(13)14/h6,11H,2-3H2,1H3",235.1483
"C61CO3H","CCCC(=O)C(=O)C(O)C(=O)OO","InChI=1S/C7H10O6/c1-2-3-4(8)5(9)6(10)7(11)13-12/h6,10,12H,2-3H2,1H3",190.1507
"PGLYOX","CCCC(=O)C=O","InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h4H,2-3H2,1H3",100.1158
"PBENZOL","CCCc1ccccc1O","InChI=1S/C9H12O/c1-2-5-8-6-3-4-7-9(8)10/h3-4,6-7,10H,2,5H2,1H3",136.1910
"PBOLOXPIN","CCCC12OC2C=CC=C1O","InChI=1S/C9H12O2/c1-2-6-9-7(10)4-3-5-8(9)11-9/h3-5,8,10H,2,6H2,1H3",152.1904
"PBLMUC","CCCC(=O)C(=CC=CC=O)O","InChI=1S/C9H12O3/c1-2-5-8(11)9(12)6-3-4-7-10/h3-4,6-7,12H,2,5H2,1H3",168.1898
"PBLMUCCO3","CCCC(=O)C(=CC=CC(=O)O[O])O","InChI=1S/C9H11O5/c1-2-4-7(10)8(11)5-3-6-9(12)14-13/h3,5-6,11H,2,4H2,1H3",199.1806
"PBLMUCPAN","CCCC(=O)C(=CC=CC(=O)OON(=O)=O)O","InChI=1S/C9H11NO7/c1-2-4-7(11)8(12)5-3-6-9(13)16-17-10(14)15/h3,5-6,12H,2,4H2,1H3",245.1861
"PBLMUCCO3H","CCCC(=O)C(=CC=CC(=O)OO)O","InChI=1S/C9H12O5/c1-2-4-7(10)8(11)5-3-6-9(12)14-13/h3,5-6,11,13H,2,4H2,1H3",200.1886
"PBLMUCCO2H","CCCC(=O)C(=CC=CC(=O)O)O","InChI=1S/C9H12O4/c1-2-4-7(10)8(11)5-3-6-9(12)13/h3,5-6,11H,2,4H2,1H3,(H,12,13)",184.1892
"HC7DICARB","CCCC(=O)C(=CC=O)O","InChI=1S/C7H10O3/c1-2-3-6(9)7(10)4-5-8/h4-5,10H,2-3H2,1H3",142.1525
"HC7DCCO3","CCCC(=O)C(=CC(=O)O[O])O","InChI=1S/C7H9O5/c1-2-3-5(8)6(9)4-7(10)12-11/h4,9H,2-3H2,1H3",173.1434
"HC7DCPAN","CCCC(=O)C(=CC(=O)OON(=O)=O)O","InChI=1S/C7H9NO7/c1-2-3-5(9)6(10)4-7(11)14-15-8(12)13/h4,10H,2-3H2,1H3",219.1489
"HC7DCCO3H","CCCC(=O)C(=CC(=O)OO)O","InChI=1S/C7H10O5/c1-2-3-5(8)6(9)4-7(10)12-11/h4,9,11H,2-3H2,1H3",174.1513
"PGLYOXOH","CCCC(=O)C(=O)O","InChI=1S/C5H8O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3,(H,7,8)",116.1152
"PGLOO","[O-][O+]=CC(=O)CCC","InChI=1S/C5H8O3/c1-2-3-5(6)4-8-7/h4H,2-3H2,1H3",116.1152
"C7DCOO","CCCC(=O)C=C[CH]O[O]","InChI=1S/C7H10O3/c1-2-4-7(8)5-3-6-10-9/h3,5-6H,2,4H2,1H3",142.1525
"PVK","CCCC(=O)C=C","InChI=1S/C6H10O/c1-3-5-6(7)4-2/h4H,2-3,5H2,1H3",98.1430
"PVKO2","CCCC(=O)C(CO)O[O]","InChI=1S/C6H11O4/c1-2-3-5(8)6(4-7)10-9/h6-7H,2-4H2,1H3",147.1491
"PVKO","CCCC(=O)C([O])CO","InChI=1S/C6H11O3/c1-2-3-5(8)6(9)4-7/h6-7H,2-4H2,1H3",131.1497
"PVKOOH","CCCC(=O)C(CO)OO","InChI=1S/C6H12O4/c1-2-3-5(8)6(4-7)10-9/h6-7,9H,2-4H2,1H3",148.1571
"IPBENZ","CC(C)c1ccccc1","InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",120.1916
"PHIC3O2","[O]OC(C)(C)c1ccccc1","InChI=1S/C9H11O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7H,1-2H3",151.1824
"PHIC3O","CC(C)([O])c1ccccc1","InChI=1S/C9H11O/c1-9(2,10)8-6-4-3-5-7-8/h3-7H,1-2H3",135.1830
"PHIC3NO3","O=N(=O)OC(C)(C)c1ccccc1","InChI=1S/C9H11NO3/c1-9(2,13-10(11)12)8-6-4-3-5-7-8/h3-7H,1-2H3",181.1885
"PHIC3OOH","OOC(C)(C)c1ccccc1","InChI=1S/C9H12O2/c1-9(2,11-10)8-6-4-3-5-7-8/h3-7,10H,1-2H3",152.1904
"PHIC3OH","CC(C)(O)c1ccccc1","InChI=1S/C9H12O/c1-9(2,10)8-6-4-3-5-7-8/h3-7,10H,1-2H3",136.1910
"PHCOME","CC(=O)c1ccccc1","InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3",120.1485
"PHCOMEO2","[O]OCC(=O)c1ccccc1","InChI=1S/C8H7O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5H,6H2",151.1394
"PHCOMEO","[O]CC(=O)c1ccccc1","InChI=1S/C8H7O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5H,6H2",135.1400
"PHGLYOX","O=CC(=O)c1ccccc1","InChI=1S/C8H6O2/c9-6-8(10)7-4-2-1-3-5-7/h1-6H",134.1320
"PHCOMEOOH","OOCC(=O)c1ccccc1","InChI=1S/C8H8O3/c9-8(6-11-10)7-4-2-1-3-5-7/h1-5,10H,6H2",152.1473
"PHCOMEOH","OCC(=O)c1ccccc1","InChI=1S/C8H8O2/c9-6-8(10)7-4-2-1-3-5-7/h1-5,9H,6H2",136.1479
"IPBOXPIN","CC(C)C12C=CC=CC2O1","InChI=1S/C9H12O/c1-7(2)9-6-4-3-5-8(9)10-9/h3-8H,1-2H3",136.1910
"MUCONALD9","O=CC=CC=CC(=O)C(C)C","InChI=1S/C9H12O2/c1-8(2)9(11)6-4-3-5-7-10/h3-8H,1-2H3",152.1904
"IPBENZOL","CC(C)c1ccccc1O","InChI=1S/C9H12O/c1-7(2)8-5-3-4-6-9(8)10/h3-7,10H,1-2H3",136.1910
"IC7DICARB","O=CC=CC(=O)C(C)C","InChI=1S/C7H10O2/c1-6(2)7(9)4-3-5-8/h3-6H,1-2H3",126.1531
"MUC9CO3","[O]OC(=O)C=CC=CC(=O)C(C)C","InChI=1S/C9H11O4/c1-7(2)8(10)5-3-4-6-9(11)13-12/h3-7H,1-2H3",183.1812
"MUC9AO2","O=CC=CC(O[O])C(O)C(=O)C(C)C","InChI=1S/C9H13O5/c1-6(2)8(11)9(12)7(14-13)4-3-5-10/h3-7,9,12H,1-2H3",201.1965
